ID,Title,Classification,Resp Group,Prim Resp,Initial Resp Group,Resolved By,Type Category,Service Category,Service,Description
21033923,Adobe DC,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Kevin Saunders,General,None,None,"From: Kathryn Snyder 

 
 
   

 
 Good morning. I keep receiving the following message when I open a pdf: 
 

 
 
 

 
 
 

 
 
 

 
 Please advise how I should proceed. Thank you. 
 

 
 
 
 

 
 
 
 Kathryn A. Snyder 
 

 
 Office Assistant 2 Calculations 
 

 
 SUNY New Paltz 
 

 
 Purchasing Unit 
 

 
 1 Hawk Drive 
 

 
 New Paltz, NY 12561 
 

 
 (845) 257-3193 
 

 
 snyderk@newpaltz.edu"
21034091,Fw: Adobe CC,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Kevin Saunders,Desktop Support,None,None,"I cannot find the right ticket category for this request, but I have Adobe CC on my home PC and I got a license expired message today. Will this renew automatically ?

  

 
 
 
 
 
 Mathew Swerdloff, EdD 
 

 Adjunct Lecturer 
 

 Department of Educational Studies & Leadership 
 

 Old Main 108 
 

 SUNY New Paltz 
 

 One Hawk Drive 
 

 New Paltz, NY 12561 
 

 Phone: 845-257-2831 
 

 Fax: 845-257-2859 

 

 

   
 

  "
21039037,Adobe license expired?,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Kevin Saunders,General,None,None,"Did my Adobe license expire? Can I or do I have to request to keep it, as I work a lot in Adobe and create forms in both offices? 

 
 
 Please let me know if things have changed regarding having these licenses, if you can. 

 Best, 

 Lee 

   

   

 Lee Degnan 

 (Pronouns: She/Her/Hers) 

 EAP Coordinator

Employee Assistance Program

State University of New York at New Paltz

800 Hawk Drive, SUB 336

New Paltz, NY 12561-2442 

 degnanl@newpaltz.edu 

Phone: (845) 257-2886 

 Fax: (845) 257-6916 

 

  "
21566305,CT118 Network Printer not working,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Desktop Support,Networking/WiFi,Wireless Network Access,"When I booted my computer this morning, there was an automatic upgrade and since then I cannot print to our network. I get an error message that the ""filter failed"".

Thanks, Maria"
21715327,"Set up Toni Lee-Jones to work remotely this Friday November 11,2022",Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Systems and Networking,Remote Application and Access,VPN - Virtual Private Network,"Toni needs to work remotely this Friday November 11,2022. We are interested in either getting her a loaner laptop OR instructions on how to set up her Personal Laptop at home (Mac Book) Please contact email Toni leejonest@newpaltz.edu OR Maria Cathcart cathcarm@newpaltz.edu with information on how to get this done by Thursday November 10th. "
22248941,One drive files on desktop not opening,Incident,Email & Messaging,Brendan Gannon,Service Desk,Brendan Gannon,Systems and Networking,Office 365,Office 365,"I am unable to open one drive files on my desktop (I have the folders downloaded). This happened before and I was able to fix it by logging out of one drive and office 365 online then restarting the computer. It didn't work this time. Can you send me the instructions on how to fix this please?
Thanks,
Lauren"
21021374,difficulty printing to our copier,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Systems and Networking,Networking/WiFi,Wired Network Access (Issues),"We are having difficulty printing to our copier - we've tried from three different computers, with no avail.  It was working earlier this morning and now it is not connected to any of our computers for the department - Academic Affairs.  It is the Biz Hub 552.  Thank you."
21448759,Q Drive Issue,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Desktop Support,Networking/WiFi,Wired Network Access (Issues),"Multiple people in Development & Alumni Relations seem to be having an issue with the Q drive.

 "
21535478,Error Message on Office Computer,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Desktop Support,None,None,"Student is a graduate assistant with Professor Jun Lin and an error message says that user does not have access to that domain continues to pop up and the computer cannot be logged into.  

 "
21363080,Unable to open/attach files - Error message that says file is in use by another program,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Systems and Networking,Office 365,Office 365,"I'm trying to save attachments sent to me in Outlook, both as Word and pdf documents, and re-attach them to an email so that the Provost can electronically sign them.  I am unable to attach them to the email, and in some cases unable to open the documents at all.  The error message I get says:

Folder in use
The action can't be completed becase the folder or a file in it is open in another program."
21253622,Microsoft Office is running very slowly.,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Desktop Support,Office 365,Office 365,"Microsoft office is running very slowly on my machine. I think it needs to be reinstalled. When you type, there is a lot lagging. Typing on all other applications works fine. And all my other applications, including resource intensive ones like ArcGIS and Stata are running normal. The only problem is with Word, Excel, and PowerPoint. "
21271120,Unable to connect to my Network Drives,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Systems and Networking,Remote Application and Access,VPN - Virtual Private Network,I recently had a change to my name from Drabick to Lee.  My laptop for telecommuting still has me sign in as drabickp1 but for the VPN it only accepts leep@newpaltz.edu.  My network drives do not come up after connecting to the VPN.  
20890489,No Internet Connection on Banking Laptop,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,Systems and Networking,Networking/WiFi,Wired Network Access (Issues),"Banking laptop internet not working. This is only an issue when I log in, not for my coworker, Lisa Blume-Hartwell."
20957342,Monitoring generated Counter ALARM at 11:15:14 pm 5-Aug-22 on upd-dispatch.service-building.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,General,None,None,"Monitoring generated Counter ALARM at 11:15:14 pm 5-Aug-22 on upd-dispatch.service-building.computers.suny-np



SNMP Device: N/A

Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations

Type: Counter

Log Object Name: LogicalDisk::Free Space

Agent Alarm Time: 11:15:14 pm 5-Aug-22

Event Time: 3:15:14 am 6-Aug-22 UTC

Log Value: 4.817389

Alarm Operator: Under

Alarm Threshold: 5 % Free Space

Alarm Duration: 1 Hour(s)

Ticket ID: no ticket assigned"
20897786,Monitoring generated Counter ALARM at 10:22:34 am 29-Jul-22 on sb-2ua723221s.service-building.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Brendan Gannon,Service Desk,Brendan Gannon,General,None,None,"Monitoring generated Counter ALARM at 10:22:34 am 29-Jul-22 on sb-2ua723221s.service-building.computers.suny-np



SNMP Device: N/A

Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations

Type: Counter

Log Object Name: LogicalDisk::Free Space

Agent Alarm Time: 10:22:34 am 29-Jul-22

Event Time: 2:22:34 pm 29-Jul-22 UTC

Log Value: 4.628326

Alarm Operator: Under

Alarm Threshold: 5 % Free Space

Alarm Duration: 1 Hour(s)

Ticket ID: no ticket assigned"
20848260,Monitoring generated Counter ALARM at 4:03:10 pm 21-Jul-22 on max-test.hab.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Max Kenney,General,None,None,"Monitoring generated Counter ALARM at 4:03:10 pm 21-Jul-22 on max-test.hab.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 4:03:10 pm 21-Jul-22
Event Time: 8:03:10 pm 21-Jul-22 UTC
Log Value: 0.043337
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
21416357,Monitoring generated Counter ALARM at 11:08:01 am 25-Sep-22 on stlcirc-supervi.stl.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Gary Oliver,Desktop Support,None,None,"Monitoring generated Counter ALARM at 11:08:01 am 25-Sep-22 on stlcirc-supervi.stl.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 11:08:01 am 25-Sep-22
Event Time: 3:08:01 pm 25-Sep-22 UTC
Log Value: 4.773155
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
21579520,Labels for Communication Disorders workstations,Service Request,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Desktop Support,Office Technology,Office Technology Requests (on Campus only),"Create labels for Comm Dis. computers and place them on workstations.  The labels should include the following info:

Computer Name
IP Address"
22200531,Monitoring generated Counter ALARM test5,Service Request,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Service Desk,None,None,test5
22299921,GA Access to Computers,Service Request,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,General,"Accounts, Access, & Security",Account Request / Change,"We recently got our Graduate Assistant, Michael Jagacki, access to our CSE computers, however the day after he gained access he was unable to login. Can his access please be restored. Thank you!"
22301112,Microsoft Word cannot run on my office computer,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Systems and Networking,Office 365,Office 365,"It started two days ago, when I cannot use Word normally. Problem appears to be policy change to macro (no longer supported). The software I use (EndNote) appears to have macro, and is creating this problem on my office computer.
Word is a necessity to me. It would be great if you could call me after 3:15pm today to fix this problem Thank you!  "
22310255,Monitoring generated Counter ALARM at 12:32:28 pm 13-Feb-23 on hab-2ua4451pcm.hab.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Service Desk,None,None,"Monitoring generated Counter ALARM at 12:32:28 pm 13-Feb-23 on hab-2ua4451pcm.hab.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 12:32:28 pm 13-Feb-23
Event Time: 5:32:28 pm 13-Feb-23 UTC
Log Value: 2.337877
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22323398,adobe acrobat merging pdf assistance,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,General,None,None,Needs assistance with adobe acrobat and how to merge pdfs with it 
22343384,Monitoring generated Counter ALARM at 5:01:10 pm 16-Feb-23 on hab-mxl704187v.hab.computers.suny-np N/A,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Service Desk,None,None,"Monitoring generated Counter ALARM at 5:01:10 pm 16-Feb-23 on hab-mxl704187v.hab.computers.suny-np

SNMP Device: N/A
Monitor Set: SUNY - Free Disk Space on C Drive Below 5% - Workstations
Type: Counter
Log Object Name: LogicalDisk::Free Space
Agent Alarm Time: 5:01:10 pm 16-Feb-23
Event Time: 10:01:10 pm 16-Feb-23 UTC
Log Value: 4.64394
Alarm Operator: Under
Alarm Threshold: 5 % Free Space
Alarm Duration: 1 Hour(s)
Ticket ID: no ticket assigned"
22345361,Unable to access drives from home work computer,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Systems and Networking,Networking/WiFi,Wireless Network Access,Dean Laura Barrett is working from hom and her work laptop is not mapping her drives.  She needs assistance in being able to connect from home. The best way to contact her is to email her and give her a number she can reach you at or she can give you her number.  
22401591,Firefox not working,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Desktop Support,None,None,"Using a Windows desktop, Firefox web browser is not working. Tried to use Chrome but still did not work."
22409036,New Laptop not discovering Wifi network,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,Systems and Networking,Networking/WiFi,Wireless Network Access,"I am currently working remotely with my new, campus issued laptop (picked up just last week) and it will not discover my home wifi. I am currently plugged in via an ethernet cable. Tomorrow when I am on campus I will try to connect to the campus wifi but I want to make sure that all the necessary drivers were installed on this machine. Can someone in your department please ensure that this is set up so that I am able to work off-site if need be?

Thanks"
21170068,Employee Departure - Terry Gipson - COB 8/31/2022,Service Request,Desktop Support - Faculty/Staff,Unassigned,Service Desk,,General,None,None,As per HRDI
21399053,Help Installing Software,Service Request,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Desktop Support,Office Technology,Office Technology Requests (on Campus only),Kyle has software that needs admin rights to install.    
22306577,VH 310 Conference Room,Incident,Desktop Support - Faculty/Staff,Unassigned,Service Desk,Bridget Goodwin,Service Desk,Classroom & Lab,Classroom and Lab Technology Issues,"Hello.  The TEAMS APP on the computer in VH310 (conference room in the School of Business), needs to be updated, please. 

The message Administative Login reqiured to update APP appeared on the computer.  

Thanks so much.  "
